Year,Title,Genre
1916,The Man Who Would Not Die,
1916,The Man in the Sombrero,romantic drama
1916,Manhattan Madness,comedy
1916,Maria Rosa,drama
1916,Martha's Vindication,drama
1916,Matching Dreams,short comedy
1916,A Message to Garcia,
1916,The Missing Links,drama
1916,The Moonshiners,short comedy
1916,Oliver Twist,drama
1916,One A.M.,short comedy
1916,The Other Side of the Door,romantic drama
1916,The Pawnshop,short comedy
1916,Pay Dirt,drama
1916,The Plow Girl,drama
1916,Police,short comedy
1916,Ramona,
1916,The Release of Dan Forbes,drama
1916,The Rink,short comedy
1916,A Sanitarium Scramble,comedy
1916,Secret Love,drama
1916,The Secret Wire,romance
1916,Sequel to the Diamond from the Sky,
1916,Shadows,
1916,Sherlock Holmes,mystery
1916,A Sister of Six,western
1916,The Smugglers of Santa Cruz,drama
1916,Snow White,fantasy
1916,A Society Sherlock,comedy
1916,A Soul at Stake,drama
1916,The Soul's Cycle,drama
1916,Stampede in the Night,western
1916,The Stepping Stone,drama
1916,The Strength of Donald McKenzie,drama
1916,Them Was the Happy Days!,comedy
1916,The Thoroughbred,drama
1916,Three Fingered Jenny,mystery
1916,Time and Tide,drama
1916,To Have and to Hold,adventure
1916,The Torch Bearer,drama
1916,The Trail of the Lonesome Pine,drama
1916,True Nobility,drama
1916,The Twinkler,crime
1916,Two Seats at the Opera,comedy
1916,Under Two Flags,drama
1916,The Undertow,drama
1916,The Vagabond,comedy
1916,Viviana,drama
1916,Where Are My Children?,crime drama
1916,The White Rosette,drama
1916,Youth's Endearing Charm,drama
1917,The Adventurer,comedy
1917,All Aboard,comedy
1917,As Men Love,drama
1917,At First Sight,comedy
1917,The Babes in the Woods,fantasy
1917,The Bad Boy,crime drama
1917,Bashful,comedy
1917,The Big Idea,comedy
1917,Birds of a Feather,comedy
1917,Black Orchids,drama
1917,Bliss,comedy
1917,The Bride's Silence,drama
1917,Bucking Broadway,western
1917,The Butcher Boy,comedy
1917,By the Sad Sea Waves,comedy
1917,Camille,drama
1917,Cheyenne's Pal,western
1917,Cleopatra,historical
1917,Clubs Are Trump,comedy
1917,Coney Island,comedy
1917,The Cure,comedy
1917,The Devil-Stone,romance
1917,Down to Earth,romantic comedy
1917,Easy Street,comedy
1917,Enlighten Thy Daughter,sexual hygiene/exploitation
1917,The Flirt,comedy
1917,The Flower of Doom,drama
1917,From Laramie to London,comedy
1917,Golden Rule Kate,western
1917,Great Expectations,drama
1917,The Gulf Between,comedy drama
1917,Hands Up!,western
1917,Her Right to Live,drama
1917,His Wedding Night,comedy
1917,The Immigrant,comedy
1917,"In Again, Out Again",comedy
1917,Jack and the Beanstalk,fantasy
1917,Jim Bludso,drama
1917,The Jury of Fate,drama
1917,A Kentucky Cinderella,
1917,The Lad and the Lion,adventure
1917,The Land of the Long Shadows,western
1917,The Little American,war drama
1917,Little Lost Sister,
1917,The Little Princess,drama
1917,"Lonesome Luke, Lawyer",comedy short
1917,"Lonesome Luke, Mechanic",comedy short
1917,"Lonesome Luke, Messenger",comedy short
1917,"Lonesome Luke, Plumber",comedy short
1917,Lonesome Luke Loses Patients,comedy short
1917,Lonesome Luke on Tin Can Alley,comedy short
1917,Lonesome Luke's Honeymoon,comedy short
1917,Lonesome Luke's Lively Life,comedy short
1917,Lonesome Luke's Lovely Rifle,comedy short
1917,Lonesome Luke's Wild Women,comedy short
1917,Lost and Won,drama
1917,"Love, Laughs and Lather",comedy
1917,A Love Sublime,romance
1917,Luke Wins Ye Ladye Faire,comedy short
1917,Luke's Busy Day,comedy short
1917,Luke's Lost Liberty,comedy short
1917,Luke's Trolley Troubles,comedy short
1917,The Man Without a Country,drama
1917,The Mate of the Sally Ann,comedy drama
1917,A Modern Musketeer,adventure
1917,A Mormon Maid,drama
1917,Move On,comedy
1917,Oh Doctor!,comedy
1917,On Record,crime drama
1917,Over the Fence,comedy
1917,Panthea,drama
1917,"Peggy, the Will O' the Wisp",drama
1917,Pinched,comedy
1917,The Poor Little Rich Girl,drama
1917,The Primrose Ring,drama
1917,The Princess of Patches,
1917,Princess Virtue,drama
1917,Rainbow Island,comedy
1917,Reaching for the Moon,adventure
1917,Rebecca of Sunnybrook Farm,drama
1917,A Reckless Romeo,comedy
1917,The Reward of the Faithless,drama
1917,A Romance of the Redwoods,drama
1917,The Rough House,comedy
1917,Souls in Pawn,spy
1917,Souls Triumphant,drama
1917,Step Lively,comedy
1917,Stop! Luke! Listen!,comedy
1917,Straight Shooting,western
1917,A Strange Transgressor,drama
1917,Teddy at the Throttle,comedy
1917,Tom Sawyer,
1917,The Tornado,western
1917,We Never Sleep,comedy
1917,Wild and Woolly,
1917,The Wild Girl,
1917,The Woman God Forgot,romance
1918,The Accident Attorney,comedy
1918,The Accusing Toe,comedy
1918,Ali Baba and the Forty Thieves,adventure
1918,All Woman,comedy
1918,Amarilly of Clothes-Line Alley,drama
1918,America's Answer,
1918,Among the Cannibal Isles of the South Pacific,documentary
1918,Are Crooks Dishonest?,comedy
1918,Arizona,drama
1918,Back to the Woods,comedy
1918,Beat It,comedy
1918,Beauty and the Rogue,crime drama
1918,Bees in His Bonnet,comedy
1918,"Believe Me, Xantippe",comedy
1918,The Bell Boy,comedy short
1918,The Blind Adventure,
1918,The Blue Bird,fantasy
1918,The Bond,propaganda
1918,Bound in Morocco,
1918,Brazen Beauty,comedy
1918,Bride and Gloom,comedy
1918,The Bride of Fear,drama
1918,The Bride's Awakening,drama
1918,Bud's Recruit,comedy
1918,The Burden of Proof,drama
1918,Cecilia of the Pink Roses,drama
1918,The Chocolate of the Gang,drama
1918,The City of Dim Faces,
1918,The City Slicker,comedy
1918,Confession,drama
1918,The Cook,comedy
1918,The Craving,drama
1918,"Danger, Go Slow",comedy
1918,The Deciding Kiss,comedy
1918,A Dog's Life,comedy
1918,The Embarrassment of Riches,
1918,The Eyes of Julia Deep,comedy drama
1918,The Eyes of Mystery,mystery
1918,Face Value,drama
1918,Fireman Save My Child,comedy
1918,The Floor Below,comedy
1918,Follow the Crowd,comedy
1918,The Forbidden City,drama
1918,Friend Husband,comedy drama
1918,Fuss and Feathers,comedy
1918,A Gasoline Wedding,comedy
1918,The Ghost of Slumber Mountain,fantasy
1918,The Goddess of Lost Lake,drama
1918,The Great Love,war drama
1918,The Greatest Thing in Life,war drama
1918,He Comes Up Smiling,adventure
1918,Headin' South,romantic comedy
1918,Hear 'Em Rave,comedy
1918,The Heart of Humanity,propaganda
1918,Hearts of the World,WW1 propaganda
1918,Hearts or Diamonds,drama
1918,Hell Bent,western
1918,Her Only Way,drama
1918,Here Come the Girls,comedy
1918,Hey There!,comedy
1918,His Robe of Honor,drama
1918,Hit Him Again,comedy
1918,The House of Mirth,drama
1918,Huck and Tom,comedy drama
1918,I'm a Man,comedy
1918,It's a Wild Life,comedy
1918,Kicked Out,comedy
1918,Kicking the Germ Out of Germany,comedy
1918,The Kingdom of Youth,romance
1918,The Lady of the Dug-Out,western
1918,The Lamb,comedy
1918,The Legion of Death,drama
1918,Let's Go,comedy
1918,The Light of the Western Stars,western
1918,"Look Pleasant, Please",comedy
1918,The Lost Lie,comedy
1918,The Marriage Ring,drama
1918,Men Who Have Made Love to Me,biopic
1918,Mickey,comedy
1918,Moonshine,comedy
1918,Mr. Fix-It,romantic comedy
1918,Nine-Tenths of the Law,drama
1918,Nocturnal Tunes,
1918,The Non-Stop Kid,comedy
1918,Nothing But Trouble,comedy
1918,Old Wives for New,drama
1918,On the Jump,comedy
1918,Out of the Inkwell,animated series
1918,Out West,comedy
1918,An Ozark Romance,comedy
1918,Pipe the Whiskers,comedy
1918,Powers That Prey,comedy drama
1918,Revenge,western
1918,The Richest Girl,comedy drama
1918,The Romance of Tarzan,adventure
1918,The Safety Curtain,drama
1918,Salomé,drama
1918,The Scarlet Drop,western
1918,Set Free,drama
1918,She Loves Me Not,comedy
1918,Shoulder Arms,comedy
1918,"Sic 'Em, Towser",comedy
1918,The Sinking of the Lusitania,short animated propaganda
1918,Six Shooter Andy,western
1918,Social Briars,comedy drama
1918,Somewhere in Turkey,comedy
1918,The Squaw Man,western
1918,Stella Maris,drama
1918,Swing Your Partners,comedy
1918,Tad's Swimming Hole,comedy
1918,Take a Chance,comedy
1918,Tarzan of the Apes,adventure
1918,That's Him,comedy
1918,Till I Come Back to You,drama
1918,The Tip,comedy
1918,Treasure Island,adventure
1918,Triple Trouble,comedy
1918,Two-Gun Gussie,comedy
1918,Two Scrambled,comedy
1918,Under the Yoke,drama
1918,Under the Greenwood Tree,
1918,The Venus Model,romantic comedy
1918,We Can't Have Everything,drama
1918,When Do We Eat?,comedy
1918,Which Woman?,drama
1918,The Whispering Chorus,drama
1918,Why Pick on Me?,comedy
1919,Anne of Green Gables,comedy drama
1919,Ask Father,comedy
1919,At the Old Stage Door,comedy
1919,The Avalanche,drama
1919,Back Stage,short
1919,Be My Wife,comedy
1919,Before Breakfast,comedy
1919,Better Times,drama
1919,The Big Little Person,romance
1919,"Billy Blazes, Esq.",comedy
1919,Blind Husbands,drama romance
1919,Bolshevism on Trial,drama
1919,Bonnie Bonnie Lassie,comedy
1919,Broken Blossoms,drama
1919,Bumping Into Broadway,comedy
1919,By Indian Post,western
1919,Captain Kidd's Kids,comedy
1919,The Challenge of Chance,
1919,Cheating Cheaters,comedy
1919,Chop Suey & Co.,comedy
1919,Count the Votes,comedy
1919,Count Your Change,comedy
1919,Crack Your Heels,comedy
1919,The Crow,western
1919,Daddy-Long-Legs,drama
1919,Dangerous Hours,drama
1919,The Dark Star,adventure
1919,The Day She Paid,romance
1919,A Day's Pleasure,short
1919,The Delicious Little Devil,comedy drama
1919,Don't Change Your Husband,comedy
1919,Don't Shove,comedy
1919,The Dutiful Dub,comedy
1919,The Echo of Youth,drama
1919,The Exquisite Thief,drama
1919,The False Faces,drama
1919,The Fighting Heart,western
1919,The Fighting Line,western
1919,"For Better, For Worse",drama
1919,The Four-Bit Man,western
1919,From Hand to Mouth,comedy
1919,Getting Mary Married,comedy
1919,The Girl Who Stayed at Home,drama
1919,The Girl with No Regrets,
1919,Going! Going! Gone!,comedy
1919,The Grocery Clerk,comedy
1919,The Grim Game,drama
1919,A Gun Fightin' Gentleman,western
1919,Happy Though Married,comedy
1919,The Haunted Bedroom,drama
1919,Hawk's Trail,crime serial
1919,Hawthorne of the U.S.A.,comedy
1919,"He Leads, Others Follow",comedy
1919,Heap Big Chief,comedy
1919,Heart o' the Hills,drama
1919,The Heart of Wetona,western
1919,"His Majesty, the American",comedy
1919,His Only Father,comedy
1919,The Homesteader,
1919,How the Telephone Talks,educational
1919,I'm on My Way,comedy
1919,The Jack of Hearts,western
1919,A Jazzed Honeymoon,comedy
1919,Just Dropped In,comedy
1919,Just Neighbors,comedy
1919,The Kid and the Cowboy,western
1919,The Knickerbocker Buckaroo,western
1919,The Last Outlaw,western
1919,The Law of Men,drama
1919,The Life Line,drama
1919,Lightning Bryce,
1919,Look Out Below,comedy
1919,The Lone Wolf's Daughter,crime thriller
1919,The Lost Battalion,war
1919,Love's Prisoner,crime drama
1919,Male and Female,adventure
1919,A Man's Fight,drama
1919,The Marathon,comedy
1919,The Miracle Man,drama
1919,The Miracle of Love,drama
1919,My Lady's Garter,mystery
1919,Never Touched Me,comedy
1919,Next Aisle Over,comedy
1919,Nine-Tenths of the Law,drama
1919,Off the Trolley,comedy
1919,On the Fire,comedy
1919,Partners Three,western
1919,Pay Your Dues,comedy
1919,A Petal on the Current,drama
1919,Pistols for Breakfast,comedy
1919,Poor Relations,drama
1919,The Probation Wife,comedy
1919,The Rajah,comedy
1919,Ravished Armenia,drama
1919,Ring Up the Curtain,comedy
1919,The Roaring Road,romance
1919,A Rogue's Romance,crime drama
1919,A Romance of Happy Valley,drama
1919,Sahara,drama
1919,Scarlet Days,western
1919,"Si, Senor",comedy
1919,Sis Hopkins,comedy
1919,Six Feet Four,western
1919,A Society Exile,drama
1919,Soft Money,comedy
1919,Soldiers of Fortune,adventure
1919,A Sporting Chance,drama
1919,Spring Fever,comedy
1919,Stepping Out,drama
1919,Sunnyside,comedy
1919,Swat the Crook,comedy
1919,The Tell Tale Wire,western
1919,The Test of Honor,drama
1919,Through the Wrong Door,drama
1919,True Heart Susie,drama
1919,The Turn in the Road,drama
1919,The Unpainted Woman,drama
1919,The Valley of the Giants,drama
1919,The Virtuous Thief,drama
1919,"Wanted - $5,000",comedy
1919,The Way of a Woman,drama
1919,The Web of Chance,
1919,What Am I Bid?,comedy
1919,What Every Woman Learns,drama
1919,When the Clouds Roll By,comedy
1919,The White Heather,drama
1919,The Wicked Darling,drama
1919,The Witness for the Defense,drama
1919,The World and Its Woman,drama
1919,Yankee Doodle in Berlin,comedy
1919,You're Fired,comedy
1919,Young Mr. Jazz,comedy
1921,"$10,000 Under a Pillow",animated short
1921,The Ace of Hearts,crime drama
1921,Across the Divide,
1921,Action,
1921,Adopting a Bear Cub,documentary
1921,The Adventures of Sherlock Holmes,mystery
1921,The Adventures of Tarzan,
1921,The Advisor,
1921,The Affairs of Anatol,drama
1921,Afraid of His Wife,
1921,After Midnight,
1921,After the Dough,
1921,After the Show,
1921,After Your Own Heart,
1921,The Alarm,
1921,Alfalfa Love,
1921,Among Those Present,comedy
1921,The Avenging Arrow,adventure
1921,Bandits Beware,western
1921,Beating the Game,
1921,The Big Punch,western
1921,Blind Hearts,drama
1921,The Blot,melodrama
1921,The Boat,comedy
1921,Brewster's Millions,comedy
1921,Brownie's Baby Doll,
1921,Brownie's Little Venus,
1921,Bullets or Ballots,
1921,The Cactus Kid,western
1921,The Call of Youth,
1921,Camille,
1921,The Clean Up,
1921,The Conquering Power,romance drama
1921,Crossed Clues,western
1921,The Cup of Life,drama
1921,Disraeli,biography
1921,Double Adventure,adventure
1921,Double Crossers,
1921,Dream Street,drama
1921,The Driftin' Kid,western
1921,Eden and Return,comedy
1921,Every Woman's Problem,drama
1921,Experience,drama
1921,The Fightin' Fury,
1921,The Fire Eater,western
1921,Fool's Paradise,
1921,The Foolish Age,comedy
1921,The Foolish Matrons,drama
1921,Forbidden Fruit,drama
1921,Forever,romance
1921,The Four Horsemen of the Apocalypse,drama
1921,Get-Rich-Quick Peggy,
1921,The Gilded Lily,drama
1921,The Goat,comedy
1921,God's Crucible,
1921,Golfing,
1921,The Greater Claim,drama
1921,Greater Than Love,drama
1921,Hail the Woman,drama
1921,The Haunted House,comedy
1921,Hearts and Masks,romantic comedy
1921,Heedless Moths,drama
1921,Her Circus Man,
1921,The High Sign,comedy short
1921,Humor Risk,comedy
1921,I Do,comedy
1921,The Idle Class,
1921,Jim the Penman,crime drama
1921,Kickaroo,
1921,The Kid,comedy drama
1921,The Kid's Pal,
1921,Little Lord Fauntleroy,comedy drama
1921,The Lotus Eater,drama
1921,The Love Charm,comedy
1921,The Love Light,drama
1921,Love Never Dies,drama
1921,The Lucky Dog,comedy
1921,The Magic Cup,
1921,Mama's Affair,romantic comedy
1921,The Man Who Woke Up,western
1921,Manhattan,
1921,Miss Lulu Bett,
1921,The Mistress of Shenstone,romance
1921,Mother O' Mine,drama
1921,The Movie Trail,
1921,A Muddy Bride,
1921,Never Weaken,comedy
1921,No Woman Knows,drama
1921,Not Guilty,mystery
1921,Now or Never,comedy
1921,The Nut,comedy
1921,The Offenders,
1921,On Account,
1921,On with the Show,
1921,Orphans of the Storm,melodrama
1921,Out o' Luck,
1921,Over the Wire,
1921,Pals,
1921,Passing Through,comedy
1921,Passion Flower,drama
1921,The Playhouse,comedy
1921,Playmates,
1921,The Queen of Sheba,drama
1921,Red Courage,
1921,Roads of Destiny,drama
1921,The Saddle King,
1921,A Sailor-Made Man,comedy
1921,Salvage,drama
1921,The Sea Lion,adventure
1921,Sea Shore Shapes,
1921,Sentimental Tommy,
1921,Seven Years Bad Luck,comedy
1921,The Sheik,"drama, adventure"
1921,Sheltered Daughters,comedy
1921,The Silver Lining,drama
1921,The Sky Pilot,drama
1921,Society Secrets,drama
1921,The Sting of the Lash,drama
1921,Sure Fire,western
1921,Sweet Revenge,western
1921,Teddy's Goat,
1921,Third Class Male,
1921,The Three Musketeers,swashbuckler
1921,Through the Back Door,
1921,Tol'able David,drama
1921,Uncharted Seas,romance
1921,An Unwilling Hero,comedy
1921,A Week Off,
1921,When We Were Twenty-One,drama
1921,White and Unmarried,
1921,Who Was the Man?,
1921,The Wild Wild West,
1921,Woman's Place,drama
1921,The Wonderful Thing,drama
1922,According to Hoyle,western
1922,Across the Continent,
1922,The Adventures of Robinson Crusoe,adventure
1922,Anna Ascends,romance
1922,The Bachelor Daddy,comedy
1922,Back Home and Broke,comedy
1922,The Bearcat,western
1922,The Beautiful and Damned,drama
1922,Beyond the Rocks,drama
1922,The Blacksmith,comedy
1922,A Blind Bargain,horror
1922,Blood and Sand,drama
1922,The Bonded Woman,drama
